Chapter,Pattern,Page,Type,Kanji,Kana,Meaning
5,62,114,Practice,前もってその劇の筋を読んでおいた/読んでおきました。,まえもってそのげきのすじをよんでおいた/よんでおきました。,I read the plot of that play beforehand.
5,62,114,Practice,昨日この本を５冊注文しておいた/注文しておきました。,きのうこのほんをごさつちゅうもんしておいた/ちゅうもんしておきました。,I ordered five copies of this book yesterday.
5,63,114,Pattern,私達はもうプロジェクトを仕上げてしまった/仕上げてしまいました。,わたしたちはもうプロジェクトをしあげてしまった/しあげてしまいました。,We have already completed the project.
5,63,115,Example,彼は１年でその小説を書いてしまった。,かれはいちねんでそのしょうせつをかいてしまった。,He finished writing that novel in one year.
5,63,115,Example,孝はクッキーをみんな食べてしまいました。,たかしはクッキーをみんなたべてしまいました。,Takashi ate up all the cookies.
5,63,115,Example,すっかり宿題を忘れてしまった。,すっかりしゅくだいをわすれてしまった。,I have completely forgotten (to do) my homework.
5,63,116,Practice,ジム（さん）は授業に遅れてしまった/遅れてしまいました。,ジム（さん）はじゅぎょうにおくれてしまった/おくれてしまいました。,Jim was late for class.
5,63,116,Practice,姉は外国へ行ってしまった/行ってしまいました。,あねはがいこくへいってしまった/いってしまいました。,My older sister has gone abroad.
5,63,116,Practice,もう部屋を片付けてしまった/片付けてしまいました。,もうへやをかたづけてしまった/かたづけてしまいました。,I've already finished tidying up the room.
5,64,116,Pattern,初めて刺身を食べてみた/食べてみました。,はじめてさしみをたべてみた/たべてみました。,I ate sashimi for the first time (to see what it was like).
5,64,116,Example,ジムは東京から大阪まで新幹線に乗ってみた。,ジムはとうきょうからおおさかまでしんかんせんにのってみた。,Jim took the Bullet Train from Tokyo to Osaka (to see what it is like).
5,64,116,Example,ジュディさんは初めて日本の着物を着てみました。,ジュディさんははじめてにほんのきものをきてみました。,Judy tried on a Japanese kimono for the first time.
5,64,117,Example,この事は先生と相談してみます。,このことはせんせいとそうだんしてみます。,"As for this matter, I will consult with my teacher (to see what he/she thinks about it)."
5,64,117,Practice,ブラウンさんは日本の家に住んでみた/住んでみました。,ブラウンさんはにほんのいえにすんでみた/すんでみました。,Mr. Brown lived in a Japanese house (to see what it was like).
5,64,117,Practice,この新製品を使ってみる/使ってみます。,このしんせいひんをつかってみる/つかってみます。,I'll use this new product (to see what it is like).
5,64,117,Practice,新しいパン屋で初めてパンを買ってみた/買ってみました。,あたらしいパンやではじめてパンをかってみた/かってみました。,"I bought some bread at the new bakery, for the first time (to see what it was like)."
5,65,117,Pattern,犬が走っていく/走っていきます。,いぬがはしっていく/はしっていきます。,The dog is running away.
5,65,118,Example,彼は急に部屋を出ていった。,かれはきゅうにへやをでていった。,"He left the room suddenly. (VIEWPOINT. The speaker is or was in the room when the person left, thus the direction of his/her leaving is or was away from the speaker.)"
5,65,118,Example,毎年ジャネットさんはクリスマスに国へ帰っていきます。,まいねんジャネットさんはクリスマスにくにへかえっていきます。,"Every year, Janet returns to her (home) country for Christmas. (VIEWPOINT: The speaker no doubt remains in the country from which Janet leaves, and that country is probably his/her home country.)"
5,65,118,Example,この町の人口はだんだん増えていく。,このまちのじんこうはだんだんふえていく。,This city's population will gradually increase.
5,65,119,Practice,この木はだんだん育っていく/育っていきます。,このきはだんだんそだっていく/そだっていきます。,This tree will grow gradually.
5,65,119,Practice,バスがこのビルの前を通っていった/通っていきました。,バスがこのビルのまえをとおっていった/とおっていきました。,A bus passed by the front of this building.
5,65,119,Practice,鳥があちらへ飛んでいった/飛んでいきました。,とりがあちらへとんでいった/とんでいきました。,The bird flew away in that direction.
5,66,119,Pattern,空が晴れてきた/晴れてきました。,そらがはれてきた/はれてきました。,The sky has cleared up.
5,66,119,Example,小鳥が時々窓から部屋に入ってくる。,ことりがときどきまどからへやにはいってくる。,A little bird sometimes comes into the room through the window.
5,66,120,Example,課長は最近太ってきました。,かちょうはさいきんふとってきました。,The section chief has started to gain weight recently.
5,66,120,Example,先月から売り上げが減ってきた。,せんげつからうりあげがへってきた。,Sales have declined since last month.
5,66,120,Practice,彼女は急にやせてきた/やせてきました。,かのじょはきゅうにやせてきた/やせてきました。,She started to lose weight suddenly.
5,66,120,Practice,冷たい風が吹いてきた/吹いてきました。,つめたいかぜがふいてきた/ふいてきました。,A cold wind started to blow.
